# pfam_scan.pl,  run at Fri Feb 12 16:24:40 2016
#
# Copyright (c) 2009 Genome Research Ltd
# Freely distributed under the GNU 
# General Public License
#
# Authors: Jaina Mistry (jm14@sanger.ac.uk), John Tate (jt6@sanger.ac.uk), 
#          Rob Finn (rdf@sanger.ac.uk)
#
# This is free software; you can redistribute it and/or modify it under
# the terms of the GNU General Public License as published by the Free Software
# Foundation; either version 2 of the License, or (at your option) any later version.
# This program is distributed in the hope that it will be useful, but WITHOUT
# ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
# FOR A PARTICULAR PURPOSE. See the GNU General Public License for more
# details.
#
# You should have received a copy of the GNU General Public License along with
# this program. If not, see <http://www.gnu.org/licenses/>. 
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#      query sequence file: /home/wonjunetai/Documents/KimLab/pulse/output/preprocess/G41726.MCF7.5.bam/p_seq_isoforms.fas
#        searching against: /usr/local/bin/hmmer3/data/Pfam-A.hmm, with cut off --cut_ga
#    resolve clan overlaps: on
#     predict active sites: off
# = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =
#
# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan>

I."ENST00000498666";21_46323280_46323450-242=171=181        43     87     43     88 PF08725.6   Integrin_b_cyt    Domain     1    46    47     66.6   8.5e-19   1 No_clan  
E."ENST00000560721";10_31644076_31644121-81=46=201         572    610    565    614 PF00046.24  Homeobox          Domain    11    49    57     23.0   4.2e-05   1 CL0123   
E."ENST00000560721";10_31644076_31644121-81=46=201         898    923    898    923 PF13465.1   zf-H2C2_2         Domain     1    26    26     28.8   9.3e-07   1 CL0361   
E."ENST00000560721";10_31644076_31644121-81=46=201         927    951    926    951 PF13465.1   zf-H2C2_2         Domain     2    26    26     34.9   1.1e-08   1 CL0361   
E."ENST00000447721";12_57882802_57882892-132=91=173        139    417    139    425 PF09334.6   tRNA-synt_1g      Family     1   281   391    341.1  6.5e-102   1 CL0039   
I."ENST00000468630";3_119425656_119425732-201=77=158       191    343    190    343 PF14738.1   PaaSYMP           Family     2   154   154    199.6   2.1e-59   1 No_clan  
I."ENST00000307526";3_32398865_32399038-441=174=117         36    162     36    162 PF01284.18  MARVEL            Domain     1   144   144     67.5     1e-18   1 CL0396   
I."ENST00000347598";12_2742795_2742878-111=84=84           162    403    161    404 PF00520.26  Ion_trans         Family     2   199   200    201.9   6.1e-60   1 CL0030   
I."ENST00000347598";12_2742795_2742878-111=84=84           560    751    558    752 PF00520.26  Ion_trans         Family     3   199   200    151.9   1.2e-44   1 CL0030   
I."ENST00000347598";12_2742795_2742878-111=84=84           956   1185    955   1185 PF00520.26  Ion_trans         Family     2   200   200    170.6   2.3e-50   1 CL0030   
I."ENST00000347598";12_2742795_2742878-111=84=84          1324   1523   1323   1523 PF00520.26  Ion_trans         Family    26   200   200    190.3   2.2e-56   1 CL0030   
I."ENST00000347598";12_2742795_2742878-111=84=84          1658   1687   1658   1691 PF08763.6   Ca_chan_IQ        Domain     1    30    35     64.1   4.5e-18   1 No_clan  
E."ENST00000399591";12_2742795_2742878-111=84=84           162    403    161    404 PF00520.26  Ion_trans         Family     2   199   200    201.9     6e-60   1 CL0030   
E."ENST00000399591";12_2742795_2742878-111=84=84           560    751    558    752 PF00520.26  Ion_trans         Family     3   199   200    152.0   1.2e-44   1 CL0030   
E."ENST00000399591";12_2742795_2742878-111=84=84           936   1165    935   1165 PF00520.26  Ion_trans         Family     2   200   200    169.0     7e-50   1 CL0030   
E."ENST00000399591";12_2742795_2742878-111=84=84          1253   1464   1253   1464 PF00520.26  Ion_trans         Family     1   200   200    218.4   5.4e-65   1 CL0030   
E."ENST00000399591";12_2742795_2742878-111=84=84          1618   1647   1618   1651 PF08763.6   Ca_chan_IQ        Domain     1    30    35     64.2   4.4e-18   1 No_clan  
I."ENST00000347598";12_2757641_2757673-84=33=129           162    403    161    404 PF00520.26  Ion_trans         Family     2   199   200    201.9   6.1e-60   1 CL0030   
I."ENST00000347598";12_2757641_2757673-84=33=129           560    751    558    752 PF00520.26  Ion_trans         Family     3   199   200    151.9   1.2e-44   1 CL0030   
I."ENST00000347598";12_2757641_2757673-84=33=129           956   1185    955   1185 PF00520.26  Ion_trans         Family     2   200   200    170.6   2.3e-50   1 CL0030   
I."ENST00000347598";12_2757641_2757673-84=33=129          1324   1523   1323   1523 PF00520.26  Ion_trans         Family    26   200   200    190.3   2.2e-56   1 CL0030   
I."ENST00000347598";12_2757641_2757673-84=33=129          1658   1687   1658   1691 PF08763.6   Ca_chan_IQ        Domain     1    30    35     64.1   4.5e-18   1 No_clan  
I."ENST00000399617";12_2791116_2791220-353=105=129         162    403    161    404 PF00520.26  Ion_trans         Family     2   199   200    196.5   2.8e-58   1 CL0030   
I."ENST00000399617";12_2791116_2791220-353=105=129         560    751    558    752 PF00520.26  Ion_trans         Family     3   199   200    151.9   1.2e-44   1 CL0030   
I."ENST00000399617";12_2791116_2791220-353=105=129         935   1165    935   1165 PF00520.26  Ion_trans         Family     1   200   200    167.0     3e-49   1 CL0030   
I."ENST00000399617";12_2791116_2791220-353=105=129        1253   1475   1253   1475 PF00520.26  Ion_trans         Family     1   200   200    228.4   4.6e-68   1 CL0030   
I."ENST00000399617";12_2791116_2791220-353=105=129        1610   1639   1610   1643 PF08763.6   Ca_chan_IQ        Domain     1    30    35     64.1   4.5e-18   1 No_clan  
I."ENST00000347598";12_2706603_2706662-60=60=107           162    403    161    404 PF00520.26  Ion_trans         Family     2   199   200    201.9   6.1e-60   1 CL0030   
I."ENST00000347598";12_2706603_2706662-60=60=107           560    751    558    752 PF00520.26  Ion_trans         Family     3   199   200    151.9   1.2e-44   1 CL0030   
I."ENST00000347598";12_2706603_2706662-60=60=107           956   1185    955   1185 PF00520.26  Ion_trans         Family     2   200   200    170.6   2.3e-50   1 CL0030   
I."ENST00000347598";12_2706603_2706662-60=60=107          1324   1523   1323   1523 PF00520.26  Ion_trans         Family    26   200   200    190.3   2.2e-56   1 CL0030   
I."ENST00000347598";12_2706603_2706662-60=60=107          1658   1687   1658   1691 PF08763.6   Ca_chan_IQ        Domain     1    30    35     64.1   4.5e-18   1 No_clan  
E."ENST00000402845";12_2706603_2706662-60=60=107           162    403    161    404 PF00520.26  Ion_trans         Family     2   199   200    201.9     6e-60   1 CL0030   
E."ENST00000402845";12_2706603_2706662-60=60=107           560    751    558    752 PF00520.26  Ion_trans         Family     3   199   200    152.0   1.2e-44   1 CL0030   
E."ENST00000402845";12_2706603_2706662-60=60=107           935   1165    935   1165 PF00520.26  Ion_trans         Family     1   200   200    167.0   2.9e-49   1 CL0030   
E."ENST00000402845";12_2706603_2706662-60=60=107          1253   1475   1253   1475 PF00520.26  Ion_trans         Family     1   200   200    228.4   4.6e-68   1 CL0030   
E."ENST00000402845";12_2706603_2706662-60=60=107          1629   1658   1629   1662 PF08763.6   Ca_chan_IQ        Domain     1    30    35     64.2   4.4e-18   1 No_clan  
I."ENST00000347598";12_2743463_2743546-84=84=33            162    403    161    404 PF00520.26  Ion_trans         Family     2   199   200    201.9   6.1e-60   1 CL0030   
I."ENST00000347598";12_2743463_2743546-84=84=33            560    751    558    752 PF00520.26  Ion_trans         Family     3   199   200    151.9   1.2e-44   1 CL0030   
I."ENST00000347598";12_2743463_2743546-84=84=33            956   1185    955   1185 PF00520.26  Ion_trans         Family     2   200   200    170.6   2.3e-50   1 CL0030   
I."ENST00000347598";12_2743463_2743546-84=84=33           1324   1523   1323   1523 PF00520.26  Ion_trans         Family    26   200   200    190.3   2.2e-56   1 CL0030   
I."ENST00000347598";12_2743463_2743546-84=84=33           1658   1687   1658   1691 PF08763.6   Ca_chan_IQ        Domain     1    30    35     64.1   4.5e-18   1 No_clan  
E."ENST00000402845";12_2743463_2743546-84=84=33            162    403    161    404 PF00520.26  Ion_trans         Family     2   199   200    201.9     6e-60   1 CL0030   
E."ENST00000402845";12_2743463_2743546-84=84=33            560    751    558    752 PF00520.26  Ion_trans         Family     3   199   200    152.0   1.2e-44   1 CL0030   
E."ENST00000402845";12_2743463_2743546-84=84=33            935   1165    935   1165 PF00520.26  Ion_trans         Family     1   200   200    167.0   2.9e-49   1 CL0030   
E."ENST00000402845";12_2743463_2743546-84=84=33           1253   1475   1253   1475 PF00520.26  Ion_trans         Family     1   200   200    228.4   4.6e-68   1 CL0030   
E."ENST00000402845";12_2743463_2743546-84=84=33           1629   1658   1629   1662 PF08763.6   Ca_chan_IQ        Domain     1    30    35     64.2   4.4e-18   1 No_clan  
E."ENST00000366772";6_170153383_170153468-42=86=169        130    214    126    215 PF13910.1   DUF4209           Domain     2    93    94     82.4   1.7e-23   1 No_clan  
I."ENST00000571153";17_7535197_7535333-160=137=151          17     74     17     77 PF00054.18  Laminin_G_1       Domain     1    58   131     61.2   9.6e-17   1 CL0004   
I."ENST00000598974";11_104903791_104903853-116=63=267        4     89      3     90 PF00619.16  CARD              Domain     2    84    85     83.2   8.2e-24   1 CL0041   
I."ENST00000598974";11_104903791_104903853-116=63=267      163    399    163    400 PF00656.17  Peptidase_C14     Domain     1   247   248    149.6   1.2e-43   1 CL0093   
I."ENST00000393136";11_104899851_104899994-110=144=235       4     89      3     90 PF00619.16  CARD              Domain     2    84    85     83.3   7.5e-24   1 CL0041   
I."ENST00000393136";11_104899851_104899994-110=144=235     142    378    142    379 PF00656.17  Peptidase_C14     Domain     1   247   248    149.8     1e-43   1 CL0093   
E."ENST00000474880";7_98984116_98984213-79=98=105           42     79     42     80 PF00400.27  WD40              Repeat     1    38    39     36.8   2.2e-09   1 CL0186   
E."ENST00000474880";7_98984116_98984213-79=98=105           98    121     86    122 PF00400.27  WD40              Repeat    13    36    39     14.6     0.021   1 CL0186   
I."ENST00000454076";X_153052256_153052402-95=147=103         2    135      1    168 PF00180.15  Iso_dh            Domain   191   325   348    114.3   5.6e-33   1 CL0270   
I."ENST00000343939";16_83984733_83984892-440=160=99        206    385    191    399 PF13738.1   Pyr_redox_3       Family    28   184   203     37.3   2.7e-09   1 CL0063   
I."ENST00000578457";17_8793290_8793443-84=154=175           93    142     86    142 PF10486.4   PI3K_1B_p101      Family   295   340   857     43.1   1.1e-11   1 No_clan  
E."ENST00000580959";17_8793290_8793443-84=154=175            8     87      3     87 PF10486.4   PI3K_1B_p101      Family   265   340   857    103.2   7.5e-30   1 No_clan  
I."ENST00000511676";1_161200907_161201023-106=117=146        7     49      5     49 PF00105.13  zf-C4             Domain    28    70    70     42.0   7.7e-11   1 No_clan  
I."ENST00000511676";1_161200907_161201023-106=117=146      130    296    113    311 PF00104.25  Hormone_recep     Domain    20   192   203     74.7   5.1e-21   1 No_clan  
I."ENST00000504010";1_161202959_161203128-140=170=131        7     49      5     49 PF00105.13  zf-C4             Domain    28    70    70     42.3   6.4e-11   1 No_clan  
I."ENST00000504010";1_161202959_161203128-140=170=131      130    175    111    201 PF00104.25  Hormone_recep     Domain    20    65   203     22.7   4.1e-05   1 No_clan  
I."ENST00000424834";13_24823615_24823980-1765=366=145      779    826    779    827 PF14604.1   SH3_9             Domain     1    48    49     44.4   8.9e-12   1 CL0010   
I."ENST00000424834";13_24823615_24823980-1765=366=145      869   1048    869   1048 PF00621.15  RhoGEF            Domain     1   180   180    159.4   7.7e-47   1 No_clan  
I."ENST00000424834";13_24823615_24823980-1765=366=145     1082   1180   1081   1184 PF00169.24  PH                Domain     2    98   104     28.7   1.1e-06   1 CL0266   
I."ENST00000396292";9_73236160_73236189-290=30=141         806    983    776    984 PF00520.26  Ion_trans         Family    26   199   200     44.4   1.1e-11   1 CL0030   
I."ENST00000396292";9_73426086_73426160-175=75=172         806    983    776    984 PF00520.26  Ion_trans         Family    26   199   200     44.4   1.1e-11   1 CL0030   
E."ENST00000555576";16_89998209_89998347-114=139=109         3     93      3     95 PF00091.20  Tubulin           Domain     1    87   216     78.4   6.2e-22   1 CL0442   
E."ENST00000555576";16_89999547_89999775-109=229=111         3     93      3     95 PF00091.20  Tubulin           Domain     1    87   216     78.4   6.2e-22   1 CL0442   
E."ENST00000449191";2_238912010_238912169-66=160=68         37     91     36     95 PF00179.21  UQ_con            Domain     2    57   140     21.5   0.00012   1 CL0208   
E."ENST00000506582";17_48537563_48537724-172=162=196        79    124     78    126 PF00501.23  AMP-binding       Family     2    46   417     23.0   2.2e-05   1 CL0378   
I."ENST00000381166";14_73718194_73718274-124=81=173         30     79     30     79 PF00090.14  TSP_1             Family     1    49    49     40.1   2.7e-10   1 No_clan  
I."ENST00000381166";14_73718194_73718274-124=81=173        184    298    183    298 PF05986.9   ADAM_spacer1      Family     2   114   114    121.5   1.4e-35   1 No_clan  
I."ENST00000381166";14_73718194_73718274-124=81=173        311    360    308    360 PF00090.14  TSP_1             Family     4    49    49     15.2     0.017   1 No_clan  
I."ENST00000381166";14_73718194_73718274-124=81=173        369    424    367    424 PF00090.14  TSP_1             Family     4    49    49     27.3   2.9e-06   1 No_clan  
I."ENST00000381166";14_73718194_73718274-124=81=173        430    480    426    480 PF00090.14  TSP_1             Family     4    49    49     29.2   7.2e-07   1 No_clan  
I."ENST00000381166";14_73718194_73718274-124=81=173        491    538    488    538 PF00090.14  TSP_1             Family     4    49    49     19.1     0.001   1 No_clan  
I."ENST00000381166";14_73718194_73718274-124=81=173        753    805    753    805 PF00014.18  Kunitz_BPTI       Domain     1    53    53     62.5   2.9e-17   1 CL0454   
I."ENST00000381166";14_73718194_73718274-124=81=173        916    992    913    994 PF07679.11  I-set             Domain     7    88    90     37.1   2.1e-09   1 CL0011   
I."ENST00000381166";14_73718194_73718274-124=81=173       1048   1090   1046   1095 PF07679.11  I-set             Domain     5    47    90     28.4   1.1e-06   1 CL0011   
E."ENST00000222402";7_43967613_43967710-113=98=64            5    141      5    142 PF00179.21  UQ_con            Domain     1   139   140    180.8   8.3e-54   1 CL0208   
I."ENST00000392004";2_238296225_238296827-585=603=121       36    208     36    209 PF00092.23  VWA               Domain     1   177   178    115.7   1.8e-33   1 CL0128   
I."ENST00000392004";2_238296225_238296827-585=603=121      239    403    239    409 PF00092.23  VWA               Domain     1   169   178    127.1   5.6e-37   1 CL0128   
I."ENST00000392004";2_238296225_238296827-585=603=121      433    600    433    610 PF00092.23  VWA               Domain     1   172   178    141.5   2.1e-41   1 CL0128   
I."ENST00000392004";2_238296225_238296827-585=603=121      631    784    631    803 PF00092.23  VWA               Domain     1   156   178     98.0   4.8e-28   1 CL0128   
I."ENST00000392004";2_238296225_238296827-585=603=121      823    987    823    997 PF00092.23  VWA               Domain     1   170   178    117.6   4.7e-34   1 CL0128   
I."ENST00000392004";2_238296225_238296827-585=603=121     1027   1197   1027   1198 PF00092.23  VWA               Domain     1   177   178    123.4   7.6e-36   1 CL0128   
E."ENST00000392003";2_238296225_238296827-585=603=121       38    202     38    208 PF00092.23  VWA               Domain     1   169   178    127.5   4.3e-37   1 CL0128   
E."ENST00000392003";2_238296225_238296827-585=603=121      232    399    232    409 PF00092.23  VWA               Domain     1   172   178    141.9   1.6e-41   1 CL0128   
